file,category,width,height,extension,bytes,sha1,duplicate_group
1_2e3349.png,unknown_numeric_other,96,40,.png,2663,bda4234a6c816dd7086bc911f632e992eb6010e0,
1_aa088b.png,unknown_numeric_other,256,256,.png,149275,f1da0d070f864a830bec1484a56f2773ec923685,
1_aa46e7.png,items_60x60_numeric,60,60,.png,11290,f38caa3ecbabc684a299f3ee455d41b82ab5cdb8,1_aa46e7.png;1_c4f2db.png
1_c4f2db.png,items_60x60_numeric,60,60,.png,11290,f38caa3ecbabc684a299f3ee455d41b82ab5cdb8,1_aa46e7.png;1_c4f2db.png
1_d3da1e.png,unknown_numeric_other,60,120,.png,7218,fe9dbe9ac756a4bd619f176edcaf7bc7e3e5ffc8,
1_e18b44.png,unknown_numeric_other,120,124,.png,18593,9ca1f8ec1a95baa23de8f7f0f1b2cccf62795940,1.png;1_e18b44.png;1_e18b4431.png
1_e18b4431.png,unknown_numeric_other,120,124,.png,18593,9ca1f8ec1a95baa23de8f7f0f1b2cccf62795940,1.png;1_e18b44.png;1_e18b4431.png
1c79a015.webp,webp_misc,176,200,.webp,120116,6a8b45d5ae0747e4c77ae10ac4bbb81d15e034e7,
2.png,unknown_numeric_other,280,180,.png,113676,f805cc040dff5de27679ee356567c8e91bdca1e7,2.png;2_f25eb7.png;2_f25eb798.png
20.png,tiny_icons,24,24,.png,1068,4cdbc38eae2abdfada8c780a55885e9884269a18,
210.png,items_60x60_numeric,60,60,.png,11549,9ed39a19c9c1459ab97ec725415bad02fcb51ba5,
217.png,items_60x60_numeric,60,60,.png,9219,17accdae78ac457acb156ce39e9b4d4a07b25f60,
219.png,items_60x60_numeric,60,60,.png,8732,e94ef3fcb77212afcf860ce51db89b90d304138f,
234.png,items_60x60_numeric,60,60,.png,10151,58ae199efc0170caa54be963eba9827cf307550f,
235.png,items_60x60_numeric,60,60,.png,10032,dfb0288c84ba953b87a2e7fe4ac77a0a49068cd0,
237094d7.webp,webp_misc,128,128,.webp,43296,b1d47834c1262af51c8f5fc02cff2e16ef0963c2,
23aba751.webp,webp_misc,96,91,.webp,49210,c265386a7f09e2d4c6705eb96c02edd94f111c98,
25.png,items_60x60_numeric,60,60,.png,9406,f2c9298476cb080d93dc31f9fd151bef887458c0,
26.png,items_60x60_numeric,60,60,.png,10168,0acd3281cd111498ab36eab861adaeae54908126,
2_60fa35.png,unknown_numeric_other,659,32,.png,7995,b322ab14d30566138629f358de63b6847f19e976,
2_6569d0.png,tiny_icons,26,17,.png,297,aa298c632a8668b6e737dd506ef716d29249f4a8,
2_92b321.png,items_60x60_numeric,60,60,.png,9711,98309ed4137d5dfa7bc0c8f4a8315b033f5208b2,
2_dc8a1e.png,unknown_numeric_other,96,40,.png,2891,19b1d658f5fee4a9969070400f1b6fda8774e546,
2_e72813.png,unknown_numeric_other,252,315,.png,32359,f30032efa13dfb777b60870957f45f1d9e535115,
2_f25eb7.png,unknown_numeric_other,280,180,.png,113676,f805cc040dff5de27679ee356567c8e91bdca1e7,2.png;2_f25eb7.png;2_f25eb798.png
2_f25eb798.png,unknown_numeric_other,280,180,.png,113676,f805cc040dff5de27679ee356567c8e91bdca1e7,2.png;2_f25eb7.png;2_f25eb798.png
